Delivery_ID,Date,Region,Product_Type,Quantity_kg,Distance_km,Vehicle_Type,Weather,Traffic_Level,Logistics_Partner,Temperature_C,Predicted_Time_hr,Delivery_Time_hr,Delay_Min,Fuel_Efficiency_km_per_litre,Fuel_Cost_USD,Customer_Rating,Delivery_Status,Payment_Status
7418,07/04/2023,Ibadan,Frozen Fish,891,79,Motorcycle,Rainy,Low,EcoMove,25.2,1.19,2.27,64.8,5.82,19,2.7,Delayed,Paid
7419,31/05/2023,Lagos,Frozen Fish,874,23,Van,Rainy,Low,FishFleet,24.8,0.34,1.4,63.6,5.21,6.18,4,Delayed,Paid
7420,07/07/2023,Ibadan,Fresh Fish,545,784,Van,Rainy,High,MarineXpress,30.7,11.62,14.69,184.2,9.71,113.04,1,Delayed,Paid
7421,25/10/2024,Lagos,Frozen Fish,672,614,Van,Sunny,Medium,EcoMove,35.4,11.44,11.44,0,5.08,169.21,5,On-Time,Paid
7422,27/09/2024,Benin,Fresh Fish,651,144,Van,Rainy,High,FishFleet,24.8,3.31,4.76,87,10.44,19.31,2.6,Delayed,Paid
7423,15/04/2023,Port Harcourt,Fresh Fish,993,135,Motorcycle,Rainy,Low,FishFleet,31.2,2.48,4.26,106.8,5.63,33.57,1.4,Delayed,Pending
7424,02/02/2024,Port Harcourt,Fresh Fish,1489,190,Truck,Sunny,High,EcoMove,35.4,3.32,5.03,102.6,8.12,32.76,1.8,Delayed,Paid
7425,12/10/2024,Ibadan,Frozen Fish,180,371,Motorcycle,Stormy,Low,BlueWave Logistics,29.1,6.51,7.87,81.6,6.34,81.92,1.8,Delayed,Paid
7426,24/11/2023,Benin,Fresh Fish,772,178,Truck,Rainy,Low,BlueWave Logistics,32.7,2.98,4.7,103.2,6.49,38.4,1,Delayed,Paid
7427,17/08/2024,Enugu,Frozen Fish,1301,183,Truck,Stormy,Low,MarineXpress,33.4,3.87,5.11,74.4,11.74,21.82,2.4,Delayed,Paid
7428,13/04/2023,Ibadan,Frozen Fish,814,531,Van,Sunny,Low,EcoMove,29.8,12.59,12.59,0,5.05,147.21,5,On-Time,Paid
7429,10/11/2024,Ibadan,Frozen Fish,1167,410,Truck,Sunny,Low,MarineXpress,38.3,7.82,7.82,0,10.76,53.35,4.9,On-Time,Paid
7430,14/10/2024,Enugu,Frozen Fish,726,269,Truck,Sunny,Low,MarineXpress,32.9,4.51,4.51,0,9.01,41.8,4.3,On-Time,Paid
7431,15/04/2024,Lagos,Fresh Fish,621,352,Motorcycle,Stormy,High,BlueWave Logistics,32.7,7.27,8.82,93,4.07,121.08,3,Delayed,Paid
7432,13/05/2023,Enugu,Frozen Fish,147,43,Truck,Sunny,High,FishFleet,27.4,0.69,1.52,49.8,11.19,5.38,4,Delayed,Paid
7433,24/11/2023,Kano,Fresh Fish,1260,235,Motorcycle,Sunny,Low,FishFleet,34.9,3.69,3.69,0,4.12,79.85,5,On-Time,Paid
7434,03/06/2024,Port Harcourt,Frozen Fish,603,491,Van,Rainy,Low,FishFleet,30,10.25,12.04,107.4,11.74,58.55,1.2,Delayed,Paid
7435,28/01/2024,Port Harcourt,Fresh Fish,474,328,Motorcycle,Rainy,Medium,EcoMove,28.6,5.61,6.78,70.2,7.26,63.25,2.8,Delayed,Paid
7436,24/05/2024,Ibadan,Frozen Fish,634,61,Motorcycle,Rainy,Medium,EcoMove,19.3,1.48,2.7,73.2,7.28,11.73,2.9,Delayed,Pending
7437,18/12/2023,Kano,Fresh Fish,588,456,Van,Rainy,Low,BlueWave Logistics,30.4,8.46,9.85,83.4,4.55,140.31,2.5,Delayed,Paid
7438,09/12/2023,Enugu,Fresh Fish,223,267,Van,Sunny,High,FishFleet,31,5.62,7.71,125.4,7.14,52.35,1,Delayed,Paid
7439,25/04/2023,Port Harcourt,Frozen Fish,834,518,Motorcycle,Sunny,Medium,EcoMove,35.2,8.24,8.24,0,10.27,70.61,4.8,On-Time,Paid
7440,01/11/2024,Benin,Fresh Fish,811,58,Van,Stormy,Medium,MarineXpress,32.2,1.04,2.04,60,8.98,9.04,2.3,Delayed,Paid
7441,01/01/2023,Enugu,Fresh Fish,812,425,Truck,Stormy,Low,EcoMove,32.6,7.08,8.65,94.2,8.84,67.31,2,Delayed,Pending
7442,08/12/2023,Kaduna,Frozen Fish,1002,416,Motorcycle,Sunny,Medium,BlueWave Logistics,32.7,8.19,8.19,0,7.75,75.15,4.4,On-Time,Paid
7443,27/09/2024,Kano,Frozen Fish,534,63,Truck,Sunny,Medium,EcoMove,27.7,1.06,1.06,0,10.16,8.68,3.8,On-Time,Paid
7444,29/08/2023,Port Harcourt,Fresh Fish,1242,434,Truck,Rainy,Medium,EcoMove,30.3,10.47,11.84,82.2,4.44,136.85,2.2,Delayed,Paid
7445,16/06/2024,Kaduna,Frozen Fish,634,451,Van,Stormy,High,MarineXpress,36.9,9.45,12.67,193.2,8.35,75.62,1,Delayed,Paid
7446,18/09/2024,Kano,Frozen Fish,831,423,Truck,Rainy,Low,MarineXpress,32.9,8.38,9.64,75.6,9.77,60.61,3.2,Delayed,Paid
7447,20/03/2023,Benin,Frozen Fish,825,98,Truck,Sunny,Low,MarineXpress,29.9,1.82,1.82,0,5.75,23.86,5,On-Time,Pending
7448,22/10/2023,Kaduna,Fresh Fish,893,217,Van,Sunny,Medium,BlueWave Logistics,30.6,3.42,3.42,0,11.2,27.12,5,On-Time,Paid
7449,11/11/2024,Kaduna,Frozen Fish,628,574,Truck,Rainy,Medium,EcoMove,31.4,11.53,12.69,69.6,9.8,82,2.6,Delayed,Paid
7450,23/11/2023,Kano,Fresh Fish,820,733,Van,Sunny,Medium,MarineXpress,32.3,11.68,11.68,0,7,146.6,5,On-Time,Paid
7451,14/07/2024,Enugu,Fresh Fish,479,657,Van,Rainy,High,EcoMove,27.7,11.61,13.53,115.2,6.64,138.52,1.4,Delayed,Paid
7452,31/01/2024,Lagos,Frozen Fish,181,216,Van,Sunny,Low,EcoMove,29,3.6,3.6,0,8.74,34.6,5,On-Time,Paid
7453,22/01/2024,Enugu,Frozen Fish,1002,137,Motorcycle,Sunny,Low,BlueWave Logistics,30.5,2.32,2.32,0,4.09,46.89,4.7,On-Time,Paid
7454,16/01/2024,Lagos,Fresh Fish,1197,170,Motorcycle,Rainy,High,EcoMove,30.1,3.54,6.37,169.8,7.06,33.71,1,Delayed,Paid
7455,10/10/2023,Kano,Fresh Fish,1247,236,Van,Sunny,Medium,MarineXpress,32.3,4.52,4.52,0,6.01,54.98,5,On-Time,Pending
7456,26/10/2023,Ibadan,Frozen Fish,436,29,Van,Stormy,Medium,EcoMove,30.3,0.42,0.82,24,8.17,4.97,4.2,Delayed,Paid
7457,19/12/2024,Enugu,Fresh Fish,1214,403,Motorcycle,Sunny,Medium,BlueWave Logistics,29.4,9.63,9.63,0,9.89,57.05,4.7,On-Time,Paid
7458,04/01/2023,Kaduna,Frozen Fish,697,716,Truck,Sunny,Medium,MarineXpress,32.5,14.41,14.41,0,4.02,249.35,4.9,On-Time,Paid
7459,05/05/2023,Enugu,Frozen Fish,663,52,Van,Sunny,Low,FishFleet,26.1,0.99,0.99,0,11.66,6.24,5,On-Time,Paid
7460,19/06/2024,Kano,Frozen Fish,421,56,Van,Sunny,High,BlueWave Logistics,25.5,1.1,1.76,39.6,10.78,7.27,3.6,Delayed,Paid
7461,20/02/2024,Ibadan,Frozen Fish,863,64,Van,Sunny,High,BlueWave Logistics,40.7,1.21,2.76,93,8.93,10.03,2,Delayed,Paid
7462,06/11/2024,Ibadan,Frozen Fish,336,477,Motorcycle,Sunny,Medium,BlueWave Logistics,29.7,7.33,7.33,0,5.82,114.74,4.8,On-Time,Paid
7463,11/03/2024,Enugu,Fresh Fish,1164,795,Truck,Stormy,Low,BlueWave Logistics,24.5,11.47,11.95,28.8,4.76,233.82,4,Delayed,Paid
7464,26/12/2023,Enugu,Fresh Fish,1282,457,Truck,Stormy,Low,EcoMove,31.6,6.97,8.35,82.8,8.07,79.28,2.2,Delayed,Paid
7465,26/07/2023,Benin,Fresh Fish,596,755,Motorcycle,Sunny,Low,BlueWave Logistics,27.9,15.42,15.42,0,7.57,139.63,4.8,On-Time,Paid
7466,05/10/2023,Enugu,Frozen Fish,991,794,Motorcycle,Rainy,Medium,EcoMove,31.4,14.4,15.38,58.8,10.84,102.55,3.7,Delayed,Paid
7467,12/05/2023,Kano,Frozen Fish,201,541,Van,Sunny,Low,MarineXpress,25.2,9.27,9.27,0,7.36,102.91,5,On-Time,Pending
7468,16/11/2024,Lagos,Frozen Fish,626,187,Van,Sunny,Medium,FishFleet,31.8,4.65,4.65,0,5.65,46.34,4.5,On-Time,Pending
7469,09/01/2024,Benin,Frozen Fish,270,243,Van,Sunny,Low,BlueWave Logistics,29.8,5.57,5.57,0,9.05,37.59,5,On-Time,Paid
7470,12/12/2023,Lagos,Frozen Fish,907,68,Truck,Sunny,Low,FishFleet,37.2,1.15,1.15,0,9.65,9.87,4.7,On-Time,Paid
7471,06/10/2023,Kaduna,Frozen Fish,1373,325,Van,Sunny,Low,MarineXpress,34,5.69,5.69,0,9.28,49.03,5,On-Time,Paid
7472,21/10/2024,Port Harcourt,Fresh Fish,1428,520,Van,Sunny,Low,MarineXpress,26.6,8.76,8.76,0,5.79,125.73,5,On-Time,Paid
7473,20/05/2023,Kano,Frozen Fish,669,633,Truck,Rainy,Low,BlueWave Logistics,21.1,9.67,11.3,97.8,8.38,105.75,1.7,Delayed,Paid
7474,17/04/2024,Benin,Fresh Fish,905,569,Motorcycle,Sunny,Low,FishFleet,28.4,11.05,11.05,0,5.68,140.25,4.8,On-Time,Paid
7475,11/01/2023,Ibadan,Fresh Fish,735,542,Van,Rainy,Medium,MarineXpress,26.3,12.62,13.4,46.8,5.17,146.77,3.5,Delayed,Paid
7476,20/04/2023,Benin,Frozen Fish,1265,616,Motorcycle,Sunny,High,FishFleet,26.3,10.73,12.17,86.4,8.85,97.45,2.3,Delayed,Paid
7477,10/06/2023,Kaduna,Fresh Fish,1483,723,Truck,Rainy,Medium,EcoMove,29.2,11.13,12.81,100.8,10.26,98.65,1.3,Delayed,Paid
7478,04/02/2024,Ibadan,Frozen Fish,1430,735,Truck,Rainy,Medium,MarineXpress,29.4,15.65,15.99,20.4,11.47,89.71,4.1,Delayed,Paid
7479,19/11/2023,Benin,Frozen Fish,1317,530,Truck,Sunny,Medium,MarineXpress,29.3,10.22,10.22,0,9.83,75.48,4.4,On-Time,Paid
7480,07/08/2024,Ibadan,Frozen Fish,816,422,Van,Rainy,Low,BlueWave Logistics,39.6,9.98,11.25,76.2,4.5,131.29,3,Delayed,Paid
7481,15/05/2024,Enugu,Frozen Fish,107,576,Van,Sunny,Medium,EcoMove,28.3,10.69,10.69,0,6.56,122.93,5,On-Time,Pending
7482,14/12/2023,Ibadan,Frozen Fish,1099,669,Motorcycle,Rainy,Medium,EcoMove,38.9,13.49,14.02,31.8,5.75,162.89,3.6,Delayed,Paid
7483,20/12/2024,Benin,Frozen Fish,535,570,Truck,Rainy,Low,FishFleet,34.1,9.54,11.1,93.6,6.19,128.92,1.2,Delayed,Paid
7484,01/11/2023,Ibadan,Fresh Fish,1190,771,Van,Sunny,High,MarineXpress,31.2,14.89,15.48,35.4,11.06,97.59,3.2,Delayed,Paid
7485,10/04/2023,Kano,Fresh Fish,291,415,Van,Rainy,Medium,MarineXpress,30.3,6.8,7.99,71.4,4.19,138.66,2.3,Delayed,Paid
7486,13/07/2023,Enugu,Fresh Fish,1303,25,Truck,Rainy,High,BlueWave Logistics,27.5,0.55,4.08,211.8,8.82,3.97,1,Delayed,Paid
7487,08/03/2024,Enugu,Fresh Fish,892,551,Motorcycle,Rainy,Low,BlueWave Logistics,26.3,8.74,9.93,71.4,4.6,167.7,3.2,Delayed,Paid
7488,29/03/2024,Kaduna,Frozen Fish,1166,696,Truck,Sunny,High,FishFleet,27.5,13.48,15.29,108.6,8.86,109.98,1.3,Delayed,Pending
7489,11/04/2024,Enugu,Frozen Fish,270,458,Van,Rainy,Medium,FishFleet,32.6,8.41,9.29,52.8,6.54,98.04,3.9,Delayed,Paid
7490,27/06/2024,Lagos,Frozen Fish,762,487,Van,Stormy,Medium,MarineXpress,28.4,10.49,11.97,88.8,4.6,148.22,1.9,Delayed,Paid
7491,21/05/2023,Kano,Frozen Fish,276,158,Truck,Sunny,High,BlueWave Logistics,31.2,2.53,3.95,85.2,6.77,32.67,2.1,Delayed,Paid
7492,21/06/2024,Kaduna,Frozen Fish,618,659,Truck,Sunny,Medium,FishFleet,31.9,13.52,13.52,0,9.33,98.89,5,On-Time,Paid
7493,04/01/2024,Lagos,Fresh Fish,634,9,Van,Sunny,High,FishFleet,29.9,0.13,1.52,83.4,6.44,1.96,2.5,Delayed,Paid
7494,08/09/2024,Ibadan,Frozen Fish,816,677,Truck,Sunny,Medium,MarineXpress,28.7,13.05,13.05,0,8.59,110.34,4.9,On-Time,Paid
7495,01/04/2024,Port Harcourt,Frozen Fish,825,637,Truck,Rainy,Medium,FishFleet,31.2,11.66,12.08,25.2,7.15,124.73,4.1,Delayed,Paid
7496,17/07/2024,Lagos,Frozen Fish,652,725,Van,Rainy,Medium,EcoMove,23.3,13.46,14.45,59.4,6.71,151.27,3.6,Delayed,Paid
7497,10/12/2023,Kaduna,Fresh Fish,1199,688,Van,Sunny,Medium,EcoMove,28.2,11.84,11.84,0,7.26,132.67,5,On-Time,Paid
7498,13/03/2024,Enugu,Fresh Fish,339,792,Van,Rainy,Low,BlueWave Logistics,22.3,13.69,14.05,21.6,10.96,101.17,3.9,Delayed,Paid
7499,02/08/2023,Kano,Frozen Fish,548,750,Truck,Stormy,Medium,FishFleet,28.2,13.11,13.91,48,5.97,175.88,2.9,Delayed,Paid
7500,15/02/2024,Port Harcourt,Frozen Fish,801,316,Truck,Sunny,Low,BlueWave Logistics,35.3,7.01,7.01,0,11.95,37.02,5,On-Time,Paid
7501,13/08/2023,Kaduna,Frozen Fish,886,326,Van,Sunny,High,FishFleet,27.6,6.73,7.36,37.8,11.24,40.6,4.3,Delayed,Paid
7502,14/11/2023,Lagos,Frozen Fish,571,635,Van,Stormy,High,BlueWave Logistics,30.6,11.23,12.8,94.2,5.32,167.11,1.8,Delayed,Paid
7503,29/10/2023,Port Harcourt,Fresh Fish,1095,524,Motorcycle,Stormy,High,FishFleet,31.8,7.5,10.23,163.8,8.15,90.01,1,Delayed,Paid
7504,01/08/2023,Lagos,Fresh Fish,957,68,Truck,Sunny,Medium,BlueWave Logistics,31.9,1.32,1.32,0,11.2,8.5,4.8,On-Time,Paid
7505,29/03/2023,Kaduna,Fresh Fish,1230,673,Motorcycle,Rainy,Medium,FishFleet,30,13.42,14.2,46.8,6.03,156.25,2.2,Delayed,Paid
7506,09/02/2023,Port Harcourt,Frozen Fish,311,436,Truck,Sunny,High,MarineXpress,30.9,8.53,10.68,129,5.48,111.39,1.4,Delayed,Paid
7507,25/10/2023,Benin,Fresh Fish,159,663,Truck,Sunny,High,BlueWave Logistics,31.5,10.22,12.37,129,7.79,119.15,1,Delayed,Paid
7508,24/01/2023,Benin,Frozen Fish,550,653,Van,Sunny,Medium,BlueWave Logistics,29.5,10.95,10.95,0,5.96,153.39,4.2,On-Time,Paid
7509,24/02/2023,Kaduna,Frozen Fish,1439,588,Motorcycle,Rainy,Low,FishFleet,27.5,8.75,9.69,56.4,10.03,82.07,3.4,Delayed,Paid
7510,28/04/2024,Benin,Frozen Fish,1024,373,Truck,Sunny,High,BlueWave Logistics,32.8,8.58,10.57,119.4,8.22,63.53,1.2,Delayed,Paid
7511,12/08/2023,Kaduna,Fresh Fish,62,19,Motorcycle,Rainy,High,MarineXpress,31,0.3,3.09,167.4,6.5,4.09,1,Delayed,Paid
7512,21/04/2023,Enugu,Fresh Fish,112,486,Truck,Sunny,Medium,MarineXpress,31,9.19,9.19,0,7.93,85.8,5,On-Time,Paid
7513,21/02/2024,Port Harcourt,Frozen Fish,1097,328,Truck,Sunny,Medium,MarineXpress,30.7,5.03,5.03,0,8.67,52.96,4.8,On-Time,Paid
7514,18/02/2024,Kaduna,Fresh Fish,1426,323,Truck,Rainy,High,FishFleet,30.8,6.86,8.64,106.8,10.25,44.12,1.8,Delayed,Paid
7515,04/11/2024,Ibadan,Frozen Fish,389,95,Van,Sunny,Medium,FishFleet,25.8,2.16,2.16,0,8.58,15.5,5,On-Time,Paid
7516,30/04/2023,Kano,Fresh Fish,1092,307,Truck,Sunny,Low,MarineXpress,25,4.94,4.94,0,8.85,48.56,5,On-Time,Paid
7517,20/06/2023,Kano,Fresh Fish,791,273,Truck,Rainy,Low,BlueWave Logistics,28.8,5.74,7.28,92.4,4.66,82.02,2.3,Delayed,Pending
7518,01/02/2023,Ibadan,Frozen Fish,137,484,Truck,Stormy,Low,FishFleet,31.9,8.85,9.8,57,5.49,123.42,2.8,Delayed,Pending
7519,31/12/2023,Lagos,Frozen Fish,630,103,Van,Stormy,Medium,BlueWave Logistics,26.8,2.19,3.84,99,6.47,22.29,1.7,Delayed,Paid
7520,22/12/2024,Lagos,Frozen Fish,1223,372,Truck,Sunny,Low,MarineXpress,29.4,6.23,6.23,0,8.66,60.14,4.5,On-Time,Paid
7521,22/12/2024,Lagos,Fresh Fish,141,306,Truck,Rainy,High,FishFleet,31.8,5.45,8.46,180.6,6.4,66.94,1,Delayed,Paid
7522,13/03/2023,Port Harcourt,Frozen Fish,194,14,Truck,Rainy,Low,EcoMove,36.5,0.25,1.49,74.4,5.18,3.78,2.2,Delayed,Paid
7523,23/05/2024,Lagos,Frozen Fish,224,443,Truck,Sunny,Low,MarineXpress,25.5,7.24,7.24,0,5.02,123.55,4.1,On-Time,Paid
7524,02/02/2024,Enugu,Frozen Fish,1464,539,Van,Sunny,Medium,MarineXpress,34.6,13.06,13.06,0,8.48,88.99,4,On-Time,Paid
7525,13/08/2024,Ibadan,Frozen Fish,1218,283,Truck,Rainy,Low,FishFleet,31.7,6.89,7.22,19.8,5.88,67.38,4.6,Delayed,Paid
7526,04/01/2024,Kano,Fresh Fish,509,72,Van,Rainy,Medium,EcoMove,36.8,1.67,2.31,38.4,6.05,16.66,2.9,Delayed,Pending
7527,27/10/2023,Ibadan,Fresh Fish,752,137,Truck,Sunny,Medium,BlueWave Logistics,25.2,2.56,2.56,0,8.13,23.59,5,On-Time,Paid
7528,02/01/2023,Kano,Fresh Fish,184,520,Van,Rainy,Low,MarineXpress,32.8,10.34,12.01,100.2,4.19,173.75,1.5,Delayed,Paid
7529,12/09/2024,Lagos,Frozen Fish,590,418,Van,Sunny,Low,EcoMove,30.8,8.7,8.7,0,4.04,144.85,4.4,On-Time,Paid
7530,23/08/2024,Enugu,Fresh Fish,286,109,Truck,Stormy,Medium,BlueWave Logistics,25.6,1.64,2.2,33.6,6.59,23.16,2.7,Delayed,Paid
7531,23/09/2024,Kaduna,Frozen Fish,821,229,Truck,Stormy,Medium,EcoMove,31.3,3.44,4.36,55.2,11.92,26.9,3.5,Delayed,Paid
7532,23/05/2023,Kaduna,Frozen Fish,1415,244,Truck,Stormy,Low,MarineXpress,20.2,5.19,6.18,59.4,6.9,49.51,3.5,Delayed,Paid
7533,20/05/2024,Benin,Frozen Fish,1114,748,Van,Stormy,High,EcoMove,33.3,11.57,12.75,70.8,8.79,119.14,2.3,Delayed,Paid
7534,06/03/2023,Lagos,Fresh Fish,295,122,Truck,Rainy,Low,MarineXpress,27,2.21,3.7,89.4,5.05,33.82,2.7,Delayed,Paid
7535,12/01/2023,Lagos,Fresh Fish,877,534,Truck,Sunny,Medium,FishFleet,34.4,8.24,8.24,0,11.66,64.12,5,On-Time,Paid
7536,09/08/2023,Ibadan,Frozen Fish,508,420,Van,Sunny,Low,MarineXpress,37.3,8.53,8.53,0,7.33,80.22,5,On-Time,Pending
7537,15/09/2024,Enugu,Fresh Fish,1014,421,Truck,Sunny,Medium,FishFleet,33.9,7.9,7.9,0,8.22,71.7,5,On-Time,Paid
7538,27/04/2024,Enugu,Fresh Fish,673,642,Van,Sunny,High,FishFleet,33.2,13.99,15.06,64.2,11.58,77.62,3.1,Delayed,Paid
7539,08/06/2024,Ibadan,Frozen Fish,253,715,Truck,Sunny,Low,BlueWave Logistics,25.6,10.45,10.45,0,6.43,155.68,4.7,On-Time,Paid
7540,16/05/2024,Enugu,Frozen Fish,107,620,Motorcycle,Rainy,Medium,FishFleet,30.7,12.39,13.6,72.6,6.68,129.94,2.5,Delayed,Pending
7541,20/07/2024,Port Harcourt,Frozen Fish,1262,116,Truck,Rainy,Low,FishFleet,28.1,2.25,3.36,66.6,4.18,38.85,2.6,Delayed,Pending
7542,19/02/2024,Port Harcourt,Frozen Fish,734,18,Truck,Rainy,Medium,MarineXpress,28.9,0.3,1.25,57,9.96,2.53,3.6,Delayed,Paid
7543,09/09/2024,Enugu,Fresh Fish,638,782,Van,Sunny,Low,BlueWave Logistics,37.4,17.6,17.6,0,7.72,141.81,4,On-Time,Paid
7544,08/10/2023,Port Harcourt,Fresh Fish,97,621,Truck,Sunny,Low,EcoMove,31,15.03,15.03,0,11.5,75.6,5,On-Time,Paid
7545,08/12/2023,Kaduna,Frozen Fish,1163,504,Motorcycle,Sunny,Low,BlueWave Logistics,31.9,9.32,9.32,0,6.04,116.82,5,On-Time,Paid
7546,22/06/2023,Enugu,Frozen Fish,840,233,Motorcycle,Sunny,Medium,FishFleet,29.8,4.47,4.47,0,8.53,38.24,5,On-Time,Paid
7547,22/08/2023,Port Harcourt,Frozen Fish,594,690,Truck,Sunny,Low,FishFleet,34.9,10.67,10.67,0,9.29,103.98,4.7,On-Time,Paid
7548,09/10/2023,Lagos,Frozen Fish,229,407,Motorcycle,Sunny,Medium,MarineXpress,31.6,9.82,9.82,0,7.04,80.94,4.7,On-Time,Paid
7549,14/12/2024,Kaduna,Fresh Fish,1189,111,Van,Rainy,Low,MarineXpress,22.9,2.66,4.22,93.6,8.75,17.76,1.5,Delayed,Paid
7550,25/10/2024,Lagos,Frozen Fish,77,243,Truck,Sunny,Medium,MarineXpress,27.7,3.96,3.96,0,9.02,37.72,5,On-Time,Paid
7551,10/03/2023,Lagos,Frozen Fish,1188,7,Motorcycle,Stormy,Medium,EcoMove,35.7,0.12,1.21,65.4,5.09,1.93,3.9,Delayed,Paid
7552,30/03/2023,Port Harcourt,Frozen Fish,949,764,Motorcycle,Sunny,Low,BlueWave Logistics,30.4,15.75,15.75,0,6.56,163.05,4.9,On-Time,Paid
7553,22/08/2024,Port Harcourt,Fresh Fish,269,651,Truck,Stormy,Medium,BlueWave Logistics,27.9,13.95,14.57,37.2,7.25,125.71,2.9,Delayed,Paid
7554,17/03/2024,Ibadan,Frozen Fish,1252,331,Van,Sunny,Medium,EcoMove,35.1,5.82,5.82,0,7.82,59.26,5,On-Time,Paid
7555,01/07/2023,Benin,Frozen Fish,443,761,Motorcycle,Rainy,Low,FishFleet,28.8,12.96,14.37,84.6,10.33,103.14,2.1,Delayed,Paid
7556,04/03/2023,Enugu,Frozen Fish,869,568,Van,Stormy,Low,EcoMove,28.9,8.68,9.25,34.2,8.38,94.89,3.9,Delayed,Paid
7557,26/09/2024,Enugu,Frozen Fish,761,442,Truck,Rainy,Low,FishFleet,31.2,8.68,9.95,76.2,7.09,87.28,2.1,Delayed,Pending
7558,30/05/2024,Enugu,Fresh Fish,755,42,Truck,Sunny,Medium,EcoMove,29.4,0.92,0.92,0,4.7,12.51,4.7,On-Time,Paid
7559,06/05/2024,Enugu,Frozen Fish,643,579,Motorcycle,Sunny,Medium,MarineXpress,32.2,13.71,13.71,0,4.24,191.18,5,On-Time,Paid
7560,15/02/2024,Port Harcourt,Fresh Fish,115,380,Van,Sunny,Low,MarineXpress,25,7.59,7.59,0,5.74,92.68,5,On-Time,Paid
7561,09/06/2024,Kaduna,Frozen Fish,1095,10,Van,Rainy,High,EcoMove,32.9,0.2,4.01,228.6,7.91,1.77,1,Delayed,Paid
7562,22/06/2023,Kano,Frozen Fish,1409,718,Motorcycle,Sunny,Medium,EcoMove,27.9,10.38,10.38,0,4.65,216.17,4.6,On-Time,Paid
7563,15/07/2024,Lagos,Frozen Fish,1174,644,Truck,Sunny,Low,EcoMove,33.3,13.42,13.42,0,8.48,106.32,4.6,On-Time,Paid
7564,10/04/2024,Benin,Fresh Fish,1425,312,Truck,Sunny,Medium,EcoMove,31.8,4.67,4.67,0,6.14,71.14,4.7,On-Time,Pending
7565,23/04/2023,Benin,Fresh Fish,1249,638,Van,Sunny,Low,MarineXpress,39.2,9.81,9.81,0,11.34,78.77,5,On-Time,Paid
7566,28/04/2023,Kano,Frozen Fish,321,126,Truck,Sunny,Medium,BlueWave Logistics,24.7,2.14,2.14,0,11.59,15.22,5,On-Time,Paid
7567,30/04/2024,Kano,Frozen Fish,1122,176,Van,Sunny,Low,MarineXpress,28.2,3.88,3.88,0,7.15,34.46,3.9,On-Time,Paid
7568,14/09/2023,Kano,Frozen Fish,1427,424,Motorcycle,Sunny,Medium,FishFleet,28.8,10.09,10.09,0,8.79,67.53,3.9,On-Time,Pending
7569,01/01/2023,Port Harcourt,Fresh Fish,624,324,Truck,Sunny,Low,MarineXpress,28.7,7.58,7.58,0,5.67,80,5,On-Time,Paid
7570,10/04/2024,Kaduna,Frozen Fish,985,251,Motorcycle,Stormy,Medium,EcoMove,32.3,6.27,8.05,106.8,5.79,60.69,1.8,Delayed,Paid
7571,30/11/2023,Kano,Frozen Fish,361,799,Motorcycle,Sunny,Low,FishFleet,26.6,12.98,12.98,0,9.23,121.19,5,On-Time,Pending
7572,28/10/2023,Kaduna,Fresh Fish,1427,625,Motorcycle,Sunny,Low,EcoMove,32.7,11.89,11.89,0,11.49,76.15,5,On-Time,Paid
7573,11/08/2023,Port Harcourt,Frozen Fish,925,197,Van,Stormy,Medium,MarineXpress,30.6,3.04,3.67,37.8,8.8,31.34,4,Delayed,Paid
7574,31/05/2023,Ibadan,Fresh Fish,894,436,Motorcycle,Sunny,Medium,MarineXpress,29.9,8.13,8.13,0,7.28,83.85,4.6,On-Time,Paid
7575,01/05/2024,Ibadan,Fresh Fish,1110,169,Van,Sunny,Medium,MarineXpress,29,2.65,2.65,0,10.2,23.2,5,On-Time,Paid
7576,16/04/2024,Benin,Fresh Fish,957,255,Motorcycle,Sunny,Medium,BlueWave Logistics,28.5,4.18,4.18,0,10.91,32.72,4.5,On-Time,Paid
7577,28/01/2023,Ibadan,Fresh Fish,768,352,Truck,Sunny,Medium,BlueWave Logistics,27.9,7.63,7.63,0,6.98,70.6,5,On-Time,Paid
7578,05/11/2024,Kaduna,Frozen Fish,1422,53,Van,Rainy,High,FishFleet,31.2,1.13,2.93,108,6.44,11.52,1.8,Delayed,Paid
7579,03/01/2024,Kaduna,Frozen Fish,403,315,Truck,Sunny,Medium,BlueWave Logistics,20.5,7.62,7.62,0,10.71,41.18,5,On-Time,Paid
7580,07/06/2023,Lagos,Frozen Fish,413,43,Truck,Sunny,High,MarineXpress,30.2,0.76,1.76,60,10.05,5.99,2.9,Delayed,Pending
7581,14/10/2024,Kano,Fresh Fish,635,168,Van,Sunny,High,EcoMove,31.4,3.18,5.04,111.6,5.41,43.48,1.9,Delayed,Paid
7582,10/03/2023,Enugu,Frozen Fish,1350,198,Truck,Sunny,Low,MarineXpress,26.4,2.98,2.98,0,5.21,53.21,5,On-Time,Paid
7583,10/03/2024,Enugu,Frozen Fish,252,454,Van,Sunny,Medium,EcoMove,30.4,10.96,10.96,0,8.62,73.74,4.9,On-Time,Paid
7584,03/06/2023,Kano,Fresh Fish,994,72,Motorcycle,Sunny,Medium,FishFleet,31.8,1.03,1.03,0,6.5,15.51,5,On-Time,Paid
